Title,Year,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
Traders,2015,tt3531578,90,jh6bWxpRxeU,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Traders-Movie-Poster.jpg,Rachael Moriarty,Rachael Moriarty,John Bradley|Killian Scott|Nika McGuigan
Criminal,2016,tt3014866,113,3bvnoqsvY-M,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Criminal-Movie-Poster.jpg,Ariel Vromen,Douglas Cook,Gal Gadot|Kevin Costner|Ryan Reynolds
Hardcore Henry,2015,tt3072482,96,96EChBYVFhU,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Hardcore-Henry-Movie-Poster.jpg,Ilya Naishuller,Ilya Naishuller,Haley Bennett|Sharlto Copley|Tim Roth
3D Safari: Africa,2011,tt1869235,88,trl5qjpf4W0,7.1,https://hydramovies.com/wp-content/uploads/2018/04/3D-Safari-Africa-Movie-Poster.jpg,David Keane,Hunter Ellis,
Sing Street,2016,tt3544112,106,C_YqJ_aimkM,8,https://hydramovies.com/wp-content/uploads/2018/04/Sing-Street-Movie-Poster.jpg,John Carney,Simon Carmody,Aidan Gillen|Ferdia Walsh-Peelo|Maria Doyle Kennedy
I Am Belfast,2015,tt3847390,84,HugGFsokJBQ,6.7,https://hydramovies.com/wp-content/uploads/2018/04/I-Am-Belfast-Movie-Poster.jpg,Mark Cousins,Mark Cousins,Mark Cousins|Maud Bell|Rosie McKee
Tristan + Isolde,2006,tt0375154,0,pSOKA-f9Ly4,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Tristan-Isolde-Movie-Poster.jpg,Kevin Reynolds,Dean Georgaris,James Franco|Rufus Sewell|Sophia Myles
Elvis & Nixon,2016,tt2093991,86,o9x3Z6b0Z1g,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Elvis-Nixon-Movie-Poster.jpg,Liza Johnson,Joey Sagal,Kevin Spacey|Michael Shannon
Demolition,2015,tt1172049,101,fny1Xp-ixgs,7,https://hydramovies.com/wp-content/uploads/2018/04/Demolition-Movie-Poster.jpg,Jean-Marc Vallée,Bryan Sipe,Chris Cooper|Jake Gyllenhaal|Naomi Watts
Miles Ahead,2015,tt0790770,100,sb1rAQFKeUY,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Miles-Ahead-Movie-Poster.jpg,Don Cheadle,Steven Baigelman,Don Cheadle|Emayatzy Corinealdi
Batman v Superman: Dawn of Justice,2016,tt2975590,151,eX_iASz1Si8,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Batman-v-Superman-Dawn-of-Justice-Movie-Poster.jpg,Zack Snyder,Chris Terrio,Ben Affleck|Henry Cavill
The Damned United,2009,tt1226271,98,lfjvNgMGy94,7.6,https://hydramovies.com/wp-content/uploads/2018/04/The-Damned-United-Movie-Poster.jpg,Tom Hooper,Peter Morgan,Colm Meaney|David Roper|Henry Goodman
Green Room,2015,tt4062536,95,VpJeAw2PvRc,7,https://hydramovies.com/wp-content/uploads/2018/04/Green-Room-Movie-Poster.jpg,Jeremy Saulnier,Jeremy Saulnier,Alia Shawkat|Anton Yelchin|Imogen Poots
Everybody Wants Some!!,2016,tt2937696,117,y6raUs0CiCQ,7,https://hydramovies.com/wp-content/uploads/2018/04/Everybody-Wants-Some-Movie-Poster.jpg,Richard Linklater,Richard Linklater,Blake Jenner|Ryan Guzman|Tyler Hoechlin
Cleaner,2007,tt0896798,88,JYesXvbggvo,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Cleaner-Movie-Poster.jpg,Renny Harlin,Matthew Aldrich,Ed Harris|Eva Mendes|Samuel L. Jackson
Atonement,2007,tt0783233,123,FWPZDi723Eo,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Atonement-Movie-Poster.jpg,Joe Wright,Ian McEwan,Brenda Blethyn|James McAvoy|Keira Knightley
Steve McQueen: The Man & Le Mans,2015,tt3504604,102,A8T1D6Jqc3Y,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Steve-McQueen-The-Man-Le-Mans-Movie-Poster.jpg,Gabriel Clarke,Gabriel Clarke,Roman Polanski|Sharon Tate|Steve McQueen
Scoop,2006,tt0457513,96,3KCR2SATs0g,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Scoop-Movie-Poster.jpg,Woody Allen,Woody Allen,Hugh Jackman|Jim Dunk|Scarlett Johansson
This Is It,2009,tt1477715,111,,7.3,https://hydramovies.com/wp-content/uploads/2018/04/This-Is-It-Movie-Poster.jpg,Kenny Ortega,Michael Jackson,Alexandra Apjarova
The Time Traveler's Wife,2009,tt0452694,107,3_8WZxHScMk,7.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Time-Travelers-Wife-Movie-Poster.jpg,Robert Schwentke,Bruce Joel Rubin,Eric Bana|Rachel McAdams|Ron Livingston
Lego DC Comics Superheroes: Justice League - Gotham City Breakout,2016,tt5612702,78,xxgpbkG3NxY,6,https://hydramovies.com/wp-content/uploads/2018/04/Lego-DC-Comics-Superheroes-Justice-League-Gotham-City-Breakout-Movie-Poster.jpg,Matt Peters,James Krieg,Eric Bauza|Troy Baker
13 Going on 30,2004,tt0337563,98,ro5kCfJM_oA,6.1,https://hydramovies.com/wp-content/uploads/2018/04/13-Going-on-30-Movie-Poster.jpg,Gary Winick,Josh Goldsmith,Jennifer Garner|Judy Greer|Mark Ruffalo
Nanny McPhee,2005,tt0396752,97,YFcsn70hlHQ,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Nanny-McPhee-Movie-Poster.jpg,Kirk Jones,Emma Thompson,Angela Lansbury|Colin Firth|Emma Thompson
A Bigger Splash,2015,tt2056771,125,1mOVgI0-pb4,6.4,https://hydramovies.com/wp-content/uploads/2018/04/A-Bigger-Splash-Movie-Poster.jpg,Luca Guadagnino,David Kajganich,Matthias Schoenaerts|Tilda Swinton
Anesthesia,2015,tt3317208,90,4JsgQp8MRQ8,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Anesthesia-Movie-Poster.jpg,Tim Blake Nelson,Tim Blake Nelson,Corey Stoll|Kristen Stewart|Sam Waterston
Brothers of the Wind,2015,tt3532278,98,80ULUOxvmGI,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Brothers-of-the-Wind-Movie-Poster.jpg,Gerardo Olivares,Joanne Reay,Jean Reno|Manuel Camacho
Vigilante Diaries,2016,tt3903852,107,9Pp_Fg2LF4g,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Vigilante-Diaries-Movie-Poster.jpg,Christian Sesma,Christian Sesma,Jason Mewes|Paul Sloan|Quinton 'Rampage' Jackson
Fastball,2016,tt5434972,87,2l7T40_kx4I,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Fastball-Movie-Poster.jpg,Jonathan Hock,Kevin Costner,Denard Span
The Game of Their Lives,2005,tt0354595,101,PhcBQp9NFJI,6.2,https://hydramovies.com/wp-content/uploads/2018/04/The-Game-of-Their-Lives-Movie-Poster.jpg,David Anspaugh,Geoffrey Douglas,Gavin Rossdale|Gerard Butler|Wes Bentley
The Raid 2,2014,tt2265171,150,MG9uFX3uYq4,8,https://hydramovies.com/wp-content/uploads/2018/04/The-Raid-2-Movie-Poster.jpg,Gareth Evans,Gareth Evans,Arifin Putra|Iko Uwais|Yayan Ruhian
Miracles from Heaven,2016,tt4257926,109,CldGTG6iVrU,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Miracles-from-Heaven-Movie-Poster.jpg,Patricia Riggen,Christy Beam,Jennifer Garner|Kylie Rogers|Martin Henderson
How to Lose Friends & Alienate People,2008,tt0455538,110,l7jHYIEvwOE,6.4,https://hydramovies.com/wp-content/uploads/2018/04/How-to-Lose-Friends-Alienate-People-Movie-Poster.jpg,Robert B. Weide,Peter Straughan,Kirsten Dunst|Megan Fox|Simon Pegg
Whiskey Tango Foxtrot,2016,tt3553442,112,dxAcIWDi8ps,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Whiskey-Tango-Foxtrot-Movie-Poster.jpg,Glenn Ficarra,Robert Carlock,Margot Robbie|Martin Freeman|Tina Fey
Insidious: Chapter 3,2015,tt3195644,97,3HxEXnVSr1w,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Insidious-Chapter-3-Movie-Poster.jpg,Leigh Whannell,Leigh Whannell,Angus Sampson|Dermot Mulroney|Stefanie Scott
To Save a Life,2009,tt1270286,0,PrMHpDZXTuA,7,https://hydramovies.com/wp-content/uploads/2018/04/To-Save-a-Life-Movie-Poster.jpg,Brian Baugh,Brian Baugh,Deja Kreutzberg|Joshua Weigel|Randy Wayne
Bobby,2016,tt4606514,97,f1dJSOU-CUk,7,https://hydramovies.com/wp-content/uploads/2018/04/Bobby-Movie-Poster.jpg,Ron Scalpello,Gordon Banks,Geoff Hurst
Eye in the Sky,2015,tt2057392,102,hOqeoj669xg,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Eye-in-the-Sky-Movie-Poster.jpg,Gavin Hood,Guy Hibbert,Aaron Paul|Alan Rickman|Helen Mirren
Journey to Space,2015,tt4292554,45,40QHkUNC9hs,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Journey-to-Space-Movie-Poster.jpg,Mark Krenzien,Mark Krenzien,Christian Gardner|Gabrielle Gardner
Holding the Man,2015,tt3671542,127,2YdJUorviNA,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Holding-the-Man-Movie-Poster.jpg,Neil Armfield,Tommy Murphy,Francesco Ferdinandi|Ryan Corr|Sarah Snook
The Colony,2015,tt4005402,106,SiVAGDTmlpY,7.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Colony-Movie-Poster.jpg,Florian Gallenberger,Torsten Wenzel,Daniel Brühl|Emma Watson
Kung Fu Panda 3,2016,tt2267968,95,10r9ozshGVE,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Kung-Fu-Panda-3-Movie-Poster.jpg,Alessandro Carloni,Jonathan Aibel,Bryan Cranston|Dustin Hoffman|Jack Black
My Big Fat Greek Wedding 2,2016,tt3760922,94,M1st3Me-Yv0,6,https://hydramovies.com/wp-content/uploads/2018/04/My-Big-Fat-Greek-Wedding-2-Movie-Poster.jpg,Kirk Jones,Nia Vardalos,John Corbett|Michael Constantine|Nia Vardalos
Eddie the Eagle,2016,tt1083452,106,eddie_the_eagle,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Eddie-the-Eagle-Movie-Poster.jpg,Dexter Fletcher,Sean Macaulay,Hugh Jackman|Taron Egerton
Midnight Special,2016,tt2649554,112,1zuQTmVCEn4,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Midnight-Special-Movie-Poster.jpg,Jeff Nichols,Jeff Nichols,Joel Edgerton|Kirsten Dunst|Michael Shannon
Miracle at St. Anna,2008,tt1046997,160,I-cUpdiehsw,6,https://hydramovies.com/wp-content/uploads/2018/04/Miracle-at-St.-Anna-Movie-Poster.jpg,Spike Lee,James McBride,Derek Luke|Laz Alonso|Michael Ealy
Down Terrace,2009,tt1489167,93,Ldm7DWBZQsg,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Down-Terrace-Movie-Poster.jpg,Ben Wheatley,Ben Wheatley,Julia Deakin|Robert Hill|Robin Hill
Wildlike,2014,tt2204080,104,z99xBXUiWPk,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Wildlike-Movie-Poster.jpg,Frank Hall Green,Frank Hall Green,Brian Geraghty|Diane Farr|Ella Purnell
Undisputed 2: Last Man Standing,2006,tt0443676,98,fTTfnuwjTUE,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Undisputed-2-Last-Man-Standing-Movie-Poster.jpg,Isaac Florentine,Boaz Davidson,Michael Jai White|Scott Adkins
Undisputed,2002,tt0281322,0,Diy3fuwhxQw,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Undisputed-Movie-Poster.jpg,Walter Hill,David Giler,Peter Falk|Ving Rhames|Wesley Snipes
Tigerland,2000,tt0170691,101,NACUxVR8bz0,7,https://hydramovies.com/wp-content/uploads/2018/04/Tigerland-Movie-Poster.jpg,Joel Schumacher,Ross Klavan,Clifton Collins Jr.|Colin Farrell|Matthew Davis
The Informant!,2009,tt1130080,108,2w4pdDkYEAg,6.5,https://hydramovies.com/wp-content/uploads/2018/04/The-Informant-Movie-Poster.jpg,Steven Soderbergh,Scott Z. Burns,Matt Damon|Patton Oswalt|Tony Hale
10 Cloverfield Lane,2016,tt1179933,103,saHzng8fxLs,7.2,https://hydramovies.com/wp-content/uploads/2018/04/10-Cloverfield-Lane-Movie-Poster.jpg,Dan Trachtenberg,Josh Campbell,John Goodman|Mary Elizabeth Winstead
The Brothers Grimsby,2016,tt3381008,83,Mi5SiMLFj2c,6.2,https://hydramovies.com/wp-content/uploads/2018/04/The-Brothers-Grimsby-Movie-Poster.jpg,Louis Leterrier,Sacha Baron Cohen,Mark Strong|Sacha Baron Cohen
"Hello, My Name Is Doris",2015,tt3766394,90,L6vBnnryIug,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Hello-My-Name-Is-Doris-Movie-Poster.jpg,Michael Showalter,Laura Terruso,Max Greenfield|Sally Field
Touched with Fire,2015,tt2848324,106,NHx7Y_PCwwQ,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Touched-with-Fire-Movie-Poster.jpg,Paul Dalio,Paul Dalio,Christine Lahti|Katie Holmes|Luke Kirby
Gosford Park,2001,tt0280707,131,CjXdmXhwIQk,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Gosford-Park-Movie-Poster.jpg,Robert Altman,Julian Fellowes,Maggie Smith|Ryan Phillippe
Kill the Irishman,2011,tt1416801,106,w_uoDiEDEsY,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Kill-the-Irishman-Movie-Poster.jpg,Jonathan Hensleigh,Jonathan Hensleigh,Christopher Walken|Ray Stevenson
Dog Pound,2010,tt1422020,91,Jvrn4Z8Sl3M,7,https://hydramovies.com/wp-content/uploads/2018/04/Dog-Pound-Movie-Poster.jpg,Kim Chapiron,Jeremie Delon,Adam Butcher|Matthew Morales|Shane Kippel
Catfish,2010,tt1584016,87,BuE98oeL-e0,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Catfish-Movie-Poster.jpg,Henry Joost,Nev Schulman,Henry Joost
Sin Nombre,2009,tt1127715,96,Fvbqwx3e_bQ,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Sin-Nombre-Movie-Poster.jpg,Cary Joji Fukunaga,Cary Joji Fukunaga,Leonardo Alonso|Marco Antonio Aguirre|Paulina Gaitan
The Confirmation,2016,tt4210080,101,kZiyaxhPAgo,6.4,https://hydramovies.com/wp-content/uploads/2018/04/The-Confirmation-Movie-Poster.jpg,Bob Nelson,Bob Nelson,Clive Owen|Jaeden Lieberher|Maria Bello
Anything Else,2003,tt0313792,108,wIAuRc7TrrM,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Anything-Else-Movie-Poster.jpg,Woody Allen,Woody Allen,Christina Ricci|Jason Biggs|Woody Allen
13 Hours,2016,tt4172430,144,jBFmlNfFwUw,7.3,https://hydramovies.com/wp-content/uploads/2018/04/13-Hours-Movie-Poster.jpg,Michael Bay,Chuck Hogan,James Badge Dale|John Krasinski|Pablo Schreiber
Anomalisa,2015,tt2401878,90,TWO5jH2tWpA,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Anomalisa-Movie-Poster.jpg,Duke Johnson,Charlie Kaufman,David Thewlis|Jennifer Jason Leigh|Tom Noonan
Mr. Right,2015,tt2091935,95,2TatqilQ8rI,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Mr.-Right-Movie-Poster.jpg,Paco Cabezas,Max Landis,Anna Kendrick|Sam Rockwell|Tim Roth
"Hail, Caesar!",2016,tt0475290,106,JRqKieJzCeo,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Hail-Caesar-Movie-Poster.jpg,Ethan Coen,Joel Coen,Alden Ehrenreich|George Clooney|Josh Brolin
Louder Than Bombs,2015,tt2217859,109,4I1l_J9QuVk,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Louder-Than-Bombs-Movie-Poster.jpg,Joachim Trier,Joachim Trier,Gabriel Byrne|Isabelle Huppert|Jesse Eisenberg
The von Trapp Family: A Life of Music,2015,tt4742670,98,A0xNLDW5N5M,6.5,https://hydramovies.com/wp-content/uploads/2018/04/The-von-Trapp-Family-A-Life-of-Music-Movie-Poster.jpg,Ben Verbong,Chris Silber,Eliza Bennett|Matthew Macfadyen
Rambo,2008,tt0462499,92,2CRjdwRYQbU,7,https://hydramovies.com/wp-content/uploads/2018/04/Rambo-Movie-Poster.jpg,Sylvester Stallone,Art Monterastelli,Julie Benz|Sylvester Stallone
WXIII: Patlabor the Movie 3,2002,tt0318819,102,cnMAdKo1rVc,6.7,https://hydramovies.com/wp-content/uploads/2018/04/WXIII-Patlabor-the-Movie-3-Movie-Poster.jpg,Takuji Endo,Miki Tori,Atsuko Tanaka|Hiroaki Hirata|Katsuhiko Watabiki
Harlock: Space Pirate,2013,tt2668134,115,1vdw0If6Zzg,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Harlock-Space-Pirate-Movie-Poster.jpg,Shinji Aramaki,Leiji Matsumoto,Jessica Boone|Yû Aoi
Collapse,2009,tt1503769,82,XXIRwd1LNVY,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Collapse-Movie-Poster.jpg,Chris Smith,Michael Ruppert,Michael Ruppert
He Never Died,2015,tt2386404,99,WyWralJ2pkk,6.4,https://hydramovies.com/wp-content/uploads/2018/04/He-Never-Died-Movie-Poster.jpg,Jason Krawczyk,Jason Krawczyk,Booboo Stewart|Henry Rollins|Kate Greenhouse
John Wick,2014,tt2911666,101,2AUmvWm5ZDQ,7.3,https://hydramovies.com/wp-content/uploads/2018/04/John-Wick-Movie-Poster.jpg,Chad Stahelski,Derek Kolstad,Alfie Allen|Keanu Reeves|Michael Nyqvist
Zootopia,2016,tt2948356,108,yCOPJi0Urq4,8,https://hydramovies.com/wp-content/uploads/2018/04/Zootopia-Movie-Poster.jpg,Byron Howard,Byron Howard,Ginnifer Goodwin|Jason Bateman
Mother's Day,2010,tt1434435,112,RIQG0aKElmU,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Mothers-Day-Movie-Poster.jpg,Darren Lynn Bousman,Scott Milam,Jaime King|Rebecca De Mornay
Amazing Grace,2006,tt0454776,118,SrE3IEAh1GI,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Amazing-Grace-Movie-Poster.jpg,Michael Apted,Steven Knight,Albert Finney|Ioan Gruffudd|Michael Gambon
Race,2016,tt3499096,134,6ygu45dU3U4,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Race-Movie-Poster.jpg,Stephen Hopkins,Joe Shrapnel,Eli Goree|Jason Sudeikis|Stephan James
The Letter Writer,2011,tt2320087,85,_Qvj9YTf2A0,6.9,https://hydramovies.com/wp-content/uploads/2018/04/The-Letter-Writer-Movie-Poster.jpg,Christian Vuissa,Christian Vuissa,Aley Underwood|Bernie Diamond|Pam Eichner
Triple 9,2016,tt1712261,115,JzUtr5sjRvU,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Triple-9-Movie-Poster.jpg,John Hillcoat,Matt Cook,Anthony Mackie|Casey Affleck|Chiwetel Ejiofor
How to Be Single,2016,tt1292566,110,QiUA-WZzvlI,6.1,https://hydramovies.com/wp-content/uploads/2018/04/How-to-Be-Single-Movie-Poster.jpg,Christian Ditter,Abby Kohn,Dakota Johnson|Rebel Wilson
The Finest Hours,2016,tt2025690,117,-1QOTS-OkIg,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Finest-Hours-Movie-Poster.jpg,Craig Gillespie,Scott Silver,Casey Affleck|Chris Pine
Lakeview Terrace,2008,tt0947802,110,GXg9rlsTEBg,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Lakeview-Terrace-Movie-Poster.jpg,Neil LaBute,David Loughery,Patrick Wilson|Samuel L. Jackson
Somewhere,2010,tt1421051,97,iEga7Hz9a3U,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Somewhere-Movie-Poster.jpg,Sofia Coppola,Sofia Coppola,Chris Pontius|Elle Fanning|Stephen Dorff
Diary of a Wimpy Kid: Rodrick Rules,2011,tt1650043,0,ZbqqYuG1TCM,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Diary-of-a-Wimpy-Kid-Rodrick-Rules-Movie-Poster.jpg,David Bowers,Gabe Sachs,Devon Bostick|Zachary Gordon
Killshot,2008,tt0443559,95,jxiUMyqyWPw,6,https://hydramovies.com/wp-content/uploads/2018/04/Killshot-Movie-Poster.jpg,John Madden,Hossein Amini,Diane Lane|Mickey Rourke|Thomas Jane
Vampire Hunter D: Bloodlust,2000,tt0216651,103,l9vPi7JFhv0,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Vampire-Hunter-D-Bloodlust-Movie-Poster.jpg,Yoshiaki Kawajiri,Hideyuki Kikuchi,Andrew Philpot|John Rafter Lee
The Oxford Murders,2008,tt0488604,104,V8edqqoXcg4,6.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Oxford-Murders-Movie-Poster.jpg,Álex de la Iglesia,Álex de la Iglesia,Elijah Wood|John Hurt
Risen,2016,tt3231054,107,xxgm2TJr2m0,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Risen-Movie-Poster.jpg,Kevin Reynolds,Kevin Reynolds,Joseph Fiennes|Tom Felton
The Witch,2015,tt4263482,92,gud8viI-P7Q,6.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Witch-Movie-Poster.jpg,Robert Eggers,Robert Eggers,Anya Taylor-Joy|Kate Dickie|Ralph Ineson
Jolene,2008,tt0867334,121,HDLyPLEWJjg,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Jolene-Movie-Poster.jpg,Dan Ireland,Dennis Yares,Frances Fisher|Jessica Chastain
Lego Scooby-Doo!: Haunted Hollywood,2016,tt5548284,75,iE1JxX_zCLg,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Lego-Scooby-Doo-Haunted-Hollywood-Movie-Poster.jpg,Rick Morales,Heath Corson,Frank Welker|Matthew Lillard
Assassination Games,2011,tt1436568,101,Pdmh1qO1-Ow,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Assassination-Games-Movie-Poster.jpg,Ernie Barbarash,Aaron Rahsaan Thomas,Ivan Kaye|Jean-Claude Van Damme|Scott Adkins
Dirty Pretty Things,2002,tt0301199,97,1J_fiAT4VJ0,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Dirty-Pretty-Things-Movie-Poster.jpg,Stephen Frears,Steven Knight,Audrey Tautou|Chiwetel Ejiofor|Sophie Okonedo
Hero,2002,tt0299977,107,Yy1ugctqB5U,7.9,https://hydramovies.com/wp-content/uploads/2018/04/Hero-Movie-Poster.jpg,Yimou Zhang,Feng Li,Jet Li|Tony Chiu-Wai Leung
Deadpool,2016,tt1431045,108,ZIM1HydF9UA,8,https://hydramovies.com/wp-content/uploads/2018/04/Deadpool-Movie-Poster.jpg,Tim Miller,Rhett Reese,Morena Baccarin|Ryan Reynolds|T.J. Miller
The Boy,2016,tt3882082,97,zpIbO6HEwr8,6,https://hydramovies.com/wp-content/uploads/2018/04/The-Boy-Movie-Poster.jpg,William Brent Bell,Stacey Menear,James Russell|Lauren Cohan|Rupert Evans
"WWE TLC Tables, Ladders & Chairs",2015,tt4610774,171,h4_8Gb-OpBc,6.7,https://hydramovies.com/wp-content/uploads/2018/04/WWE-TLC-Tables-Ladders-Chairs-Movie-Poster.jpg,Stephen Farrelly,,Jonathan Good
Where to Invade Next,2015,tt4897822,120,1KeAZho8TKo,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Where-to-Invade-Next-Movie-Poster.jpg,Michael Moore,Michael Moore,Christina Fancelli|Johnny Fancelli|Michael Moore
The Choice,2016,tt3797868,111,nWPM1jTnuuo,6.6,https://hydramovies.com/wp-content/uploads/2018/04/The-Choice-Movie-Poster.jpg,Ross Katz,Bryan Sipe,Alexandra Daddario|Benjamin Walker|Teresa Palmer
Once I Was a Beehive,2015,tt4002772,119,#NAME?,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Once-I-Was-a-Beehive-Movie-Poster.jpg,Maclain Nelson,Maclain Nelson,Hailey Smith|Lisa Clark|Paris Warner
Cadillac Records,2008,tt1042877,109,QfB20nn-gD8,7,https://hydramovies.com/wp-content/uploads/2018/04/Cadillac-Records-Movie-Poster.jpg,Darnell Martin,Darnell Martin,Adrien Brody|Beyoncé|Jeffrey Wright
DRUNK STONED BRILLIANT DEAD: The Story of the National Lampoon,2015,tt1674785,98,6EXQgTDZs60,7.2,https://hydramovies.com/wp-content/uploads/2018/04/DRUNK-STONED-BRILLIANT-DEAD-The-Story-of-the-National-Lampoon-Movie-Poster.jpg,Douglas Tirola,Mark Monroe,Danny Abelson|Judd Apatow|Kevin Bacon
Joy,2015,tt2446980,124,8Ngf1vSOTgk,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Joy-Movie-Poster.jpg,David O. Russell,David O. Russell,Jennifer Lawrence|Robert De Niro
Kate & Leopold,2001,tt0035423,118,lFJywpD2PU4,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Kate-Leopold-Movie-Poster.jpg,James Mangold,Steven Rogers,Hugh Jackman|Meg Ryan
Glorious 39,2009,tt1319694,129,RXj2p0ASGE8,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Glorious-39-Movie-Poster.jpg,Stephen Poliakoff,Stephen Poliakoff,Eddie Redmayne|Juno Temple|Romola Garai
The Snow Queen 2,2014,tt3477554,78,ZVlKB97Pl-c,6.3,https://hydramovies.com/wp-content/uploads/2018/04/The-Snow-Queen-2-Movie-Poster.jpg,Aleksey Tsitsilin,Roman Nepomnyashchiy,Anna Shurochkina|Ivan Okhlobystin
Deep Web,2015,tt3312868,90,BvC9oDlT8mM,7,https://hydramovies.com/wp-content/uploads/2018/04/Deep-Web-Movie-Poster.jpg,Alex Winter,Alex Winter,Cindy Cohn|Joshua L. Dratel|Nicolas Christin
The Invitation,2015,tt2400463,100,0-mp77SZ_0M,6.7,https://hydramovies.com/wp-content/uploads/2018/04/The-Invitation-Movie-Poster.jpg,Karyn Kusama,Phil Hay,Emayatzy Corinealdi|Logan Marshall-Green|Michiel Huisman
The Survivalist,2015,tt2580382,104,8lupoXCfn2c,6.4,https://hydramovies.com/wp-content/uploads/2018/04/The-Survivalist-Movie-Poster.jpg,Stephen Fingleton,Stephen Fingleton,Barry Ward|Martin McCann|Mia Goth
Krampus,2015,tt3850590,98,dpG4UfhgR1Y,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Krampus-Movie-Poster.jpg,Michael Dougherty,Todd Casey,Adam Scott|Toni Collette
Veteran,2015,tt4768764,123,MBj0HOLVQt8,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Veteran-Movie-Poster.jpg,Seung-wan Ryoo,Seon-gyeong Gu,Ah-In Yoo|Hae-jin Yoo|Jung-min Hwang
The Spectacular Now,2013,tt1714206,95,XDTBLSkUmYk,7.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Spectacular-Now-Movie-Poster.jpg,James Ponsoldt,Scott Neustadter,Miles Teller|Shailene Woodley
You Kill Me,2007,tt0796375,93,lW-yEUdtdJo,6.5,https://hydramovies.com/wp-content/uploads/2018/04/You-Kill-Me-Movie-Poster.jpg,John Dahl,Christopher Markus,Ben Kingsley|Luke Wilson|Téa Leoni
Uptown Girls,2003,tt0263757,92,xPlbRewUjmA,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Uptown-Girls-Movie-Poster.jpg,Boaz Yakin,Julia Dahl,Brittany Murphy|Dakota Fanning
