Title,Year,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
Dream House,2011,tt1462041,84,RRKr82P-1zU,6,https://hydramovies.com/wp-content/uploads/2018/04/Dream-House-Movie-Poster.jpg,Jim Sheridan,David Loucka,Daniel Craig|Naomi Watts|Rachel Weisz
Dragon Nest: Warriors' Dawn,2014,tt2911342,88,vbkA4a5N-Hc,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Dragon-Nest-Warriors-Dawn-Movie-Poster.jpg,Yuefeng Song,Bill Borden,Guanlin Ji|Jiao Xu
Drag Me to Hell,2009,tt1127180,99,BUZTybLlWKI,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Drag-Me-to-Hell-Movie-Poster.jpg,Sam Raimi,Sam Raimi,Alison Lohman|Justin Long|Ruth Livier
Draft Day,2014,tt2223990,110,K3SlVsdUuBY,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Draft-Day-Movie-Poster.jpg,Ivan Reitman,Scott Rothman,Chadwick Boseman|Jennifer Garner|Kevin Costner
Dracula Untold,2014,tt0829150,92,hZFZxEnB7ws,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Dracula-Untold-Movie-Poster.jpg,Gary Shore,Matt Sazama,Dominic Cooper|Luke Evans
Doubt,2008,tt0918927,104,OnrmWLp1Ub8,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Doubt-Movie-Poster.jpg,John Patrick Shanley,John Patrick Shanley,Amy Adams|Meryl Streep|Philip Seymour Hoffman
Dorian Gray,2009,tt1235124,112,5eAQWllCHHU,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Dorian-Gray-Movie-Poster.jpg,Oliver Parker,Toby Finlay,Ben Barnes|Colin Firth|Rebecca Hall
Dope,2015,tt3850214,103,3ViVPRWRRmk,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Dope-Movie-Poster.jpg,Rick Famuyiwa,Rick Famuyiwa,Kiersey Clemons|Shameik Moore|Tony Revolori
Doomsday,2008,tt0483607,113,RrUKtJvU3G8,6,https://hydramovies.com/wp-content/uploads/2018/04/Doomsday-Movie-Poster.jpg,Neil Marshall,Neil Marshall,Alexander Siddig|Bob Hoskins|Rhona Mitra
Don't Stop Believin': Everyman's Journey,2012,tt1308756,113,yKv93LcfLOI,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Dont-Stop-Believin-Everymans-Journey-Movie-Poster.jpg,Ramona S. Diaz,Ramona S. Diaz,Arnel Pineda|Jonathan Cain|Neal Schon
Don't Say a Word,2001,tt0260866,113,DyIeGxgiKOI,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Dont-Say-a-Word-Movie-Poster.jpg,Gary Fleder,Andrew Klavan,Michael Douglas|Sean Bean
Donnie Darko,2001,tt0246578,113,ZZyBaFYFySk,8.1,https://hydramovies.com/wp-content/uploads/2018/04/Donnie-Darko-Movie-Poster.jpg,Richard Kelly,Richard Kelly,Jake Gyllenhaal|Jena Malone|Mary McDonnell
Don Jon,2013,tt2229499,90,bcGO_oAahV8,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Don-Jon-Movie-Poster.jpg,Joseph Gordon-Levitt,Joseph Gordon-Levitt,Joseph Gordon-Levitt|Julianne Moore|Scarlett Johansson
Domino,2005,tt0421054,127,6Of0gxSz8Vk,6,https://hydramovies.com/wp-content/uploads/2018/04/Domino-Movie-Poster.jpg,Tony Scott,Richard Kelly,Keira Knightley|Mickey Rourke
Dom Hemingway,2013,tt2402105,93,vHOWTGto4AM,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Dom-Hemingway-Movie-Poster.jpg,Richard Shepard,Richard Shepard,Demián Bichir|Jude Law|Richard E. Grant
Dolphin Tale,2011,tt1564349,113,AJ_1eS2Erhk,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Dolphin-Tale-Movie-Poster.jpg,Charles Martin Smith,Karen Janszen,Ashley Judd|Harry Connick Jr.|Morgan Freeman
Dolphin Tale 2,2014,tt2978462,107,vhxLMl5QEXw,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Dolphin-Tale-2-Movie-Poster.jpg,Charles Martin Smith,Charles Martin Smith,Ashley Judd|Morgan Freeman
Dodgeball: A True Underdog Story,2004,tt0364725,92,rknWc51V9cQ,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Dodgeball-A-True-Underdog-Story-Movie-Poster.jpg,Rawson Marshall Thurber,Rawson Marshall Thurber,Ben Stiller|Christine Taylor|Vince Vaughn
Doc of the Dead,2014,tt2481248,81,nu0aJAYYE2o,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Doc-of-the-Dead-Movie-Poster.jpg,Alexandre O. Philippe,Chad Herschberger,Charlie Adlard|Joanna Angel|Kyle William Bishop
Django Unchained,2012,tt1853728,165,eUdM9vrCbow,8.4,https://hydramovies.com/wp-content/uploads/2018/04/Django-Unchained-Movie-Poster.jpg,Quentin Tarantino,Quentin Tarantino,Christoph Waltz|Jamie Foxx|Leonardo DiCaprio
Divergent,2014,tt1840309,139,336qJITnDi0,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Divergent-Movie-Poster.jpg,Neil Burger,Evan Daugherty,Shailene Woodley|Theo James
Disturbia,2007,tt0486822,105,hkcqaUHUDKA,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Disturbia-Movie-Poster.jpg,D.J. Caruso,Christopher Landon,David Morse|Shia LaBeouf
District 9,2009,tt1136608,112,DyLUwOcR5pk,8,https://hydramovies.com/wp-content/uploads/2018/04/District-9-Movie-Poster.jpg,Neill Blomkamp,Neill Blomkamp,David James|Jason Cope|Sharlto Copley
Disconnect,2012,tt1433811,115,2nYbj2jNzlc,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Disconnect-Movie-Poster.jpg,Henry Alex Rubin,Andrew Stern,Haley Ramm|Jason Bateman|Jonah Bobo
Dirty Wars,2013,tt2532528,87,i2YT0K2fb4E,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Dirty-Wars-Movie-Poster.jpg,Rick Rowley,David Riker,Jeremy Scahill|Nasser Al Aulaqi|Saleha Al Aulaqi
Dirty Dancing: Havana Nights,2004,tt0338096,86,RdhAxh2y_6o,6,https://hydramovies.com/wp-content/uploads/2018/04/Dirty-Dancing-Havana-Nights-Movie-Poster.jpg,Guy Ferland,Kate Gunzinger,Diego Luna|Romola Garai
Dinosaur,2000,tt0130623,82,sCqYuBIFE5I,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Dinosaur-Movie-Poster.jpg,Eric Leighton,Thom Enriquez,D.B. Sweeney|Julianna Margulies
Dinosaur 13,2014,tt3090252,95,XZywsT8Sy-c,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Dinosaur-13-Movie-Poster.jpg,Todd Douglas Miller,Stan Adelstein,Robert Bakker
Die Another Day,2002,tt0246460,133,bNBaPnK27kg,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Die-Another-Day-Movie-Poster.jpg,Lee Tamahori,Ian Fleming,Halle Berry|Pierce Brosnan
Diary of a Wimpy Kid: Dog Days,2012,tt2023453,94,NbnTf8MB8LI,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Diary-of-a-Wimpy-Kid-Dog-Days-Movie-Poster.jpg,David Bowers,Maya Forbes,Robert Capron|Zachary Gordon
Diary of a Wimpy Kid,2010,tt1196141,0,XDXxvs4UDxk,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Diary-of-a-Wimpy-Kid-Movie-Poster.jpg,Thor Freudenthal,Jackie Filgo,Robert Capron|Zachary Gordon
Devil's Knot,2013,tt0804463,114,Ju7f366uI6Q,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Devils-Knot-Movie-Poster.jpg,Atom Egoyan,Paul Harris Boardman,Colin Firth|Reese Witherspoon
Devil,2010,tt1314655,80,C7l3nzjHYTg,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Devil-Movie-Poster.jpg,John Erick Dowdle,Brian Nelson,Bokeem Woodbine|Caroline Dhavernas|Chris Messina
Detachment,2011,tt1683526,98,#NAME?,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Detachment-Movie-Poster.jpg,Tony Kaye,Carl Lund,Adrien Brody|Christina Hendricks|Marcia Gay Harden
Despicable Me,2010,tt1323594,95,TZkAcKCFIVo,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Despicable-Me-Movie-Poster.jpg,Pierre Coffin,Cinco Paul,Jason Segel|Steve Carell
Despicable Me 2,2013,tt1690953,98,koNSa_6Fd1U,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Despicable-Me-2-Movie-Poster.jpg,Pierre Coffin,Cinco Paul,Benjamin Bratt|Kristen Wiig|Steve Carell
Derailed,2005,tt0398017,108,84mGKTTv5Gc,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Derailed-Movie-Poster.jpg,Mikael Håfström,Stuart Beattie,Clive Owen|Jennifer Aniston|Vincent Cassel
Delivery Man,2013,tt2387559,105,yGAktL45XNQ,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Delivery-Man-Movie-Poster.jpg,Ken Scott,Ken Scott,Chris Pratt|Vince Vaughn
Deliver Us from Evil,2014,tt2377322,118,YWDM_p68HAQ,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Deliver-Us-from-Evil-Movie-Poster.jpg,Scott Derrickson,Scott Derrickson,Edgar Ramírez|Eric Bana
Deja Vu,2006,tt0453467,126,K7Of1YYat_A,7,https://hydramovies.com/wp-content/uploads/2018/04/Deja-Vu-Movie-Poster.jpg,Tony Scott,Bill Marsilii,Denzel Washington|Jim Caviezel|Paula Patton
"Definitely, Maybe",2008,tt0832266,112,NfUwvTvzrg8,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Definitely-Maybe-Movie-Poster.jpg,Adam Brooks,Adam Brooks,Abigail Breslin|Rachel Weisz|Ryan Reynolds
Defiance,2008,tt1034303,137,n-9eUXSzZNk,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Defiance-Movie-Poster.jpg,Edward Zwick,Clayton Frohman,Daniel Craig|Liev Schreiber
Deepsea Challenge 3D,2014,tt2332883,91,-8r_-79SjpA,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Deepsea-Challenge-3D-Movie-Poster.jpg,John Bruno,Andrew Wight,James Cameron|Suzy Amis
Decoding Annie Parker,2013,tt1464191,91,kXAcrKLOtTk,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Decoding-Annie-Parker-Movie-Poster.jpg,Steven Bernstein,Adam Bernstein,Helen Hunt|Samantha Morton
Death Sentence,2007,tt0804461,105,RVdWq9jxejI,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Death-Sentence-Movie-Poster.jpg,James Wan,Ian Mackenzie Jeffers,John Goodman|Kelly Preston|Kevin Bacon
Death Race,2008,tt0452608,105,C8bxcJZrus0,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Death-Race-Movie-Poster.jpg,Paul W.S. Anderson,Paul W.S. Anderson,Jason Statham|Joan Allen
Death Proof,2007,tt1028528,114,0oHTw3s-hAs,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Death-Proof-Movie-Poster.jpg,Quentin Tarantino,Quentin Tarantino,Kurt Russell|Rosario Dawson|Zoë Bell
Death of a Superhero,2011,tt1384927,97,xgbvfm3Gflg,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Death-of-a-Superhero-Movie-Poster.jpg,Ian Fitzgibbon,Anthony McCarten,Ian Fitzgibbon|Lilly Forgach|Thomas Brodie-Sangster
Death at a Funeral,2007,tt0795368,90,W0xtS83sKGg,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Death-at-a-Funeral-Movie-Poster.jpg,Frank Oz,Dean Craig,Ewen Bremner|Matthew Macfadyen|Peter Dinklage
Dear White People,2014,tt2235108,108,OATfJ1SwnvQ,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Dear-White-People-Movie-Poster.jpg,Justin Simien,Justin Simien,Kyle Gallner|Tessa Thompson|Tyler James Williams
Dear John,2010,tt0989757,108,NLkTKkNXDp4,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Dear-John-Movie-Poster.jpg,Lasse Hallström,Jamie Linden,Amanda Seyfried|Channing Tatum|Richard Jenkins
Deadfall,2012,tt1667310,95,Q4IASREmPMY,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Deadfall-Movie-Poster.jpg,Stefan Ruzowitzky,Zach Dean,Charlie Hunnam|Eric Bana|Olivia Wilde
Dead Silence,2007,tt0455760,89,8b_HVtHmK30,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Dead-Silence-Movie-Poster.jpg,James Wan,Leigh Whannell,Amber Valletta|Ryan Kwanten
Dead Man's Shoes,2004,tt0419677,90,fFi6FrAV9SE,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Dead-Mans-Shoes-Movie-Poster.jpg,Shane Meadows,Paddy Considine,Gary Stretch|Paddy Considine
Dead Man Down,2013,tt2101341,118,6WKmnAcMTKM,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Dead-Man-Down-Movie-Poster.jpg,Niels Arden Oplev,J.H. Wyman,Colin Farrell|Dominic Cooper|Noomi Rapace
Catwoman,2011,tt1986806,0,kDqi_8tcxtY,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Catwoman-Movie-Poster.jpg,Lauren Montgomery,Paul Dini,Eliza Dushku|John DiMaggio|Liliana Mumy
Daydream Nation,2010,tt1581835,0,kGGyhDvpzok,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Daydream-Nation-Movie-Poster.jpg,Michael Goldbach,Michael Goldbach,Andie MacDowell|Kat Dennings|Reece Thompson
Daybreakers,2009,tt0433362,98,CtiLjvVwvY4,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Daybreakers-Movie-Poster.jpg,Michael Spierig,Michael Spierig,Ethan Hawke|Sam Neill|Willem Dafoe
Dawn of the Planet of the Apes,2014,tt2103281,130,rf5e7Xc1Hwk,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Dawn-of-the-Planet-of-the-Apes-Movie-Poster.jpg,Matt Reeves,Mark Bomback,Gary Oldman|Keri Russell
Dawn of the Dead,2004,tt0363547,101,j69OPw9nFHw,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Dawn-of-the-Dead-Movie-Poster.jpg,Zack Snyder,George A. Romero,Mekhi Phifer|Sarah Polley|Ving Rhames
Date Night,2010,tt1279935,88,aspBKFz2dBI,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Date-Night-Movie-Poster.jpg,Shawn Levy,Josh Klausner,Mark Wahlberg|Steve Carell|Tina Fey
Dark Skies,2013,tt2387433,97,K8iLp1xQtPQ,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Dark-Skies-Movie-Poster.jpg,Scott Stewart,Scott Stewart,Jake Brennan|Josh Hamilton|Keri Russell
Dark Shadows,2012,tt1077368,113,N6tVdffCr_M,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Dark-Shadows-Movie-Poster.jpg,Tim Burton,Seth Grahame-Smith,Johnny Depp|Michelle Pfeiffer
Dark Places,2015,tt2402101,113,SpG5dWV7piw,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Dark-Places-Movie-Poster.jpg,Gilles Paquet-Brenner,Gilles Paquet-Brenner,Charlize Theron|Christina Hendricks|Nicholas Hoult
Danny Collins,2015,tt1772288,106,AndERTFMYd4,7,https://hydramovies.com/wp-content/uploads/2018/04/Danny-Collins-Movie-Poster.jpg,Dan Fogelman,Dan Fogelman,Al Pacino|Annette Bening|Jennifer Garner
Dan in Real Life,2007,tt0480242,98,8SqaWEBSd4g,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Dan-in-Real-Life-Movie-Poster.jpg,Peter Hedges,Pierce Gardner,Dane Cook|Juliette Binoche|Steve Carell
Dallas Buyers Club,2013,tt0790636,117,U8utPuIFVnU,8,https://hydramovies.com/wp-content/uploads/2018/04/Dallas-Buyers-Club-Movie-Poster.jpg,Jean-Marc Vallée,Craig Borten,Jared Leto|Jennifer Garner|Matthew McConaughey
Cypher,2002,tt0284978,95,KNAnt2FfPiM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Cypher-Movie-Poster.jpg,Vincenzo Natali,Brian King,Jeremy Northam|Lucy Liu|Nigel Bennett
Cut Bank,2014,tt1661820,93,uvavIfjTDaE,6,https://hydramovies.com/wp-content/uploads/2018/04/Cut-Bank-Movie-Poster.jpg,Matt Shakman,Roberto Patino,Bruce Dern|John Malkovich|Michael Stuhlbarg
Curious George,2006,tt0381971,87,CUjd98rZCVM,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Curious-George-Movie-Poster.jpg,Matthew O'Callaghan,Ken Kaufman,Drew Barrymore|Will Ferrell
Cuban Fury,2014,tt2390237,98,z02_Oc9map4,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Cuban-Fury-Movie-Poster.jpg,James Griffiths,Jon Brown,Chris O'Dowd|Nick Frost|Rashida Jones
Crooked Arrows,2012,tt1954352,0,UOqSi-_cXeE,6,https://hydramovies.com/wp-content/uploads/2018/04/Crooked-Arrows-Movie-Poster.jpg,Steve Rash,Brad Riddell,Brandon Routh|Crystal Allen|Gil Birmingham
"Crazy, Stupid, Love.",2011,tt1570728,0,8iCwtxJejik,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Crazy-Stupid-Love.-Movie-Poster.jpg,Glenn Ficarra,Dan Fogelman,Julianne Moore|Ryan Gosling|Steve Carell
Crash,2004,tt0375679,112,rVJRcEt4TMM,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Crash-Movie-Poster.jpg,Paul Haggis,Paul Haggis,Don Cheadle|Sandra Bullock
Crank: High Voltage,2009,tt1121931,96,t2koYVqwzT4,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Crank-High-Voltage-Movie-Poster.jpg,Mark Neveldine,Mark Neveldine,Amy Smart|Clifton Collins Jr.|Jason Statham
Crank,2006,tt0479884,88,8rvYrVTnSWw,7,https://hydramovies.com/wp-content/uploads/2018/04/Crank-Movie-Poster.jpg,Mark Neveldine,Mark Neveldine,Amy Smart|Carlos Sanz|Jason Statham
Cowboys & Aliens,2011,tt0409847,119,In-m2RJw3hE,6,https://hydramovies.com/wp-content/uploads/2018/04/Cowboys-Aliens-Movie-Poster.jpg,Jon Favreau,Roberto Orci,Daniel Craig|Harrison Ford
Courageous,2011,tt1630036,0,rLYmku9OJ6A,7,https://hydramovies.com/wp-content/uploads/2018/04/Courageous-Movie-Poster.jpg,Alex Kendrick,Alex Kendrick,Alex Kendrick|Ken Bevel|Kevin Downes
Corpse Bride,2005,tt0121164,77,AGACeWVdFqo,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Corpse-Bride-Movie-Poster.jpg,Tim Burton,Tim Burton,Helena Bonham Carter|Johnny Depp
Corner Gas: The Movie,2014,tt3788052,90,Rfz8WXysf6A,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Corner-Gas-The-Movie-Movie-Poster.jpg,David Storey,Brent Butt,Brent Butt|Gabrielle Miller
Coriolanus,2011,tt1372686,123,bsYrGIQnmxo,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Coriolanus-Movie-Poster.jpg,Ralph Fiennes,John Logan,Brian Cox|Gerard Butler|Ralph Fiennes
Coraline,2009,tt0327597,100,m9bOpeuvNwY,7.7,https://hydramovies.com/wp-content/uploads/2018/04/Coraline-Movie-Poster.jpg,Henry Selick,Henry Selick,Dakota Fanning|John Hodgman|Teri Hatcher
Contraband,2012,tt1524137,109,dFOBpZcJh1M,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Contraband-Movie-Poster.jpg,Baltasar Kormákur,Aaron Guzikowski,Giovanni Ribisi|Mark Wahlberg
Contagion,2011,tt1598778,106,4sYSyuuLk5g,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Contagion-Movie-Poster.jpg,Steven Soderbergh,Scott Z. Burns,Jude Law|Kate Winslet|Matt Damon
Constantine,2005,tt0360486,121,DEa508Xmmio,7,https://hydramovies.com/wp-content/uploads/2018/04/Constantine-Movie-Poster.jpg,Francis Lawrence,Jamie Delano,Keanu Reeves|Rachel Weisz
Confessions of a Dangerous Mind,2002,tt0270288,113,xha4hZeXFtQ,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Confessions-of-a-Dangerous-Mind-Movie-Poster.jpg,George Clooney,Chuck Barris,Drew Barrymore|George Clooney|Sam Rockwell
Compliance,2012,tt1971352,90,WdONydDX44I,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Compliance-Movie-Poster.jpg,Craig Zobel,Craig Zobel,Ann Dowd|Dreama Walker|Pat Healy
Comet,2014,tt2965412,91,aUpQhgl9PGQ,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Comet-Movie-Poster.jpg,Sam Esmail,Sam Esmail,Emmy Rossum|Justin Long|Kayla Servi
Columbus Circle,2012,tt1465533,82,04nXpbJX3ec,6,https://hydramovies.com/wp-content/uploads/2018/04/Columbus-Circle-Movie-Poster.jpg,George Gallo,George Gallo,Amy Smart|Kevin Pollak|Selma Blair
Colombiana,2011,tt1657507,108,UHTOWFPGDKI,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Colombiana-Movie-Poster.jpg,Olivier Megaton,Luc Besson,Callum Blue|Michael Vartan|Zoe Saldana
Collateral,2004,tt0369339,120,Pwrq3O6XDPs,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Collateral-Movie-Poster.jpg,Michael Mann,Stuart Beattie,Jada Pinkett Smith|Jamie Foxx|Tom Cruise
Coldwater,2013,tt2198956,104,7mV_ZuWy8_Q,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Coldwater-Movie-Poster.jpg,Vincent Grashaw,Vincent Grashaw,Chris Petrovski|James C. Burns|P.J. Boudousqué
Cold Mountain,2003,tt0159365,154,NveDcsO6DJ0,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Cold-Mountain-Movie-Poster.jpg,Anthony Minghella,Charles Frazier,Jude Law|Nicole Kidman|Renée Zellweger
Cold in July,2014,tt1179031,109,XkyuV69YZcM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Cold-in-July-Movie-Poster.jpg,Jim Mickle,Nick Damici,Michael C. Hall|Sam Shepard
Coherence,2013,tt2866360,89,sEceDz1Rodc,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Coherence-Movie-Poster.jpg,James Ward Byrkit,James Ward Byrkit,Emily Baldoni|Maury Sterling
Codebreaker,2011,tt2119396,62,vVP4yh7SqE0,7,https://hydramovies.com/wp-content/uploads/2018/04/Codebreaker-Movie-Poster.jpg,Clare Beavan,Craig Warner,Ed Stoppard|Henry Goodman|Paul McGann
Cocaine Cowboys,2006,tt0380268,118,jtIRkurw6T8,7.9,https://hydramovies.com/wp-content/uploads/2018/04/Cocaine-Cowboys-Movie-Poster.jpg,Billy Corben,Jon Roberts,Sam Burstyn
Coach Carter,2005,tt0393162,136,znyAnWUYf2g,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Coach-Carter-Movie-Poster.jpg,Thomas Carter,Mark Schwahn,Rick Gonzalez|Robert Ri'chard|Samuel L. Jackson
Cloverfield,2008,tt1060277,85,hMPhFVVV-Gw,7,https://hydramovies.com/wp-content/uploads/2018/04/Cloverfield-Movie-Poster.jpg,Matt Reeves,Drew Goddard,Jessica Lucas|Lizzy Caplan|Mike Vogel
Cloudy with a Chance of Meatballs,2009,tt0844471,90,pUaKcFI4BZY,7,https://hydramovies.com/wp-content/uploads/2018/04/Cloudy-with-a-Chance-of-Meatballs-Movie-Poster.jpg,Phil Lord,Phil Lord,Anna Faris|Bill Hader
Cloudy with a Chance of Meatballs 2,2013,tt1985966,95,7PmUemZywgg,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Cloudy-with-a-Chance-of-Meatballs-2-Movie-Poster.jpg,Cody Cameron,Erica Rivinoja,Anna Faris|Bill Hader
Clouds of Sils Maria,2014,tt2452254,124,5L-9rcEhGm4,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Clouds-of-Sils-Maria-Movie-Poster.jpg,Olivier Assayas,Olivier Assayas,Chloë Grace Moretz|Juliette Binoche|Kristen Stewart
Cloud Atlas,2012,tt1371111,172,hWnAqFyaQ5s,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Cloud-Atlas-Movie-Poster.jpg,Tom Tykwer,David Mitchell,Halle Berry|Tom Hanks
Closer,2004,tt0376541,104,4i1SlznIaZk,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Closer-Movie-Poster.jpg,Mike Nichols,Patrick Marber,Clive Owen|Jude Law|Natalie Portman
Closed Circuit,2013,tt2218003,96,ktiMVKeA9QM,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Closed-Circuit-Movie-Poster.jpg,John Crowley,Steven Knight,Eric Bana|Jim Broadbent|Rebecca Hall
Click,2006,tt0389860,107,9_VrHQ026wA,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Click-Movie-Poster.jpg,Frank Coraci,Steve Koren,Adam Sandler|Christopher Walken|Kate Beckinsale
Clerks II,2006,tt0424345,97,X9W3ofaMXOg,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Clerks-II-Movie-Poster.jpg,Kevin Smith,Kevin Smith,Brian O'Halloran|Jeff Anderson|Rosario Dawson
Clear History,2013,tt2279864,101,iIrYd6fVpL8,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Clear-History-Movie-Poster.jpg,Greg Mottola,Larry David,Bill Hader|Larry David
Cleanskin,2012,tt1598873,108,HvLl7BKPfbg,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Cleanskin-Movie-Poster.jpg,Hadi Hajaig,Hadi Hajaig,Abhin Galeya|Charlotte Rampling|Sean Bean
City of Ember,2008,tt0970411,90,U4qNrdYmsj0,6.5,https://hydramovies.com/wp-content/uploads/2018/04/City-of-Ember-Movie-Poster.jpg,Gil Kenan,Caroline Thompson,Bill Murray|Saoirse Ronan|Toby Jones
Citizen Toxie: The Toxic Avenger IV,2000,tt0212879,109,3OgYntUsD-I,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Citizen-Toxie-The-Toxic-Avenger-IV-Movie-Poster.jpg,Lloyd Kaufman,Trent Haaga,Clyde Lewis|David Mattey
Cirque du Soleil: Worlds Away,2012,tt1792647,0,tgTEynEyEdg,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Cirque-du-Soleil-Worlds-Away-Movie-Poster.jpg,Andrew Adamson,Andrew Adamson,Erica Linz|Igor Zaripov|Lutz Halbhubner
Cinderella Man,2005,tt0352248,144,DlbHzcH4VJY,8,https://hydramovies.com/wp-content/uploads/2018/04/Cinderella-Man-Movie-Poster.jpg,Ron Howard,Cliff Hollingsworth,Renée Zellweger|Russell Crowe
Cinderella,2015,tt1661199,105,McQ_cCBaiac,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Cinderella-Movie-Poster.jpg,Kenneth Branagh,Chris Weitz,Cate Blanchett|Lily James|Richard Madden
Chronicle,2012,tt1706593,89,i-M5Qx57_UU,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Chronicle-Movie-Poster.jpg,Josh Trank,Max Landis,Alex Russell|Dane DeHaan
Chocolat,2000,tt0241303,121,32x33l2sLe8,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Chocolat-Movie-Poster.jpg,Lasse Hallström,Joanne Harris,Alfred Molina|Judi Dench|Juliette Binoche
Chloe,2009,tt1352824,96,JWLEz-1VzSk,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Chloe-Movie-Poster.jpg,Atom Egoyan,Erin Cressida Wilson,Amanda Seyfried|Julianne Moore|Liam Neeson
